Episodio,Recompensa_Episodio,Recompensa_Promedio_Movil,Pasos_Episodio,Pasos_Promedio_Movil,Metas_Alcanzadas_Episodio,Metas_Alcanzadas_Promedio_Movil,loss,policy_loss,value_loss,actor_loss,critic_loss,entropy_loss,alpha_loss,alpha,epsilon
1201,-1235.5634435399727,-3942.7469437481936,88,438.05,0,0.16,,-4.967053731282552e-09,21908.965657552082,,,1.1868363192964656e-05,,,
1202,-615.2045381202149,-3955.14434339267,45,433.75,0,0.16,,1.816079020500183e-08,30805.5556640625,,,1.0096340853730604e-05,,,
1203,-19394.186301110545,-3958.906935390466,2000,433.75,0,0.16,,-8.003553375601765e-09,2017.2340387864774,,,5.847316953596267e-06,,,
1204,-19496.556560419434,-4149.727237596616,2000,453.49,0,0.16,,3.7262604261438056e-08,4399.3511394963725,,,5.157941660153634e-06,,,
1205,843.3603482318942,-4141.548928083777,182,454.69,0,0.16,,6.146728992462158e-08,50890.167805989586,,,7.673337866738924e-06,,,
1206,-490.39395940031176,-4139.108869958901,45,454.68,1,0.17,,6.084640820821126e-08,80614.50390625,,,7.680495552146263e-06,,,
1207,-1046.1924878105265,-4106.088915129741,138,452.04,0,0.16,,-3.021624353196886e-08,29475.801947699652,,,6.969073259218324e-06,,,
1208,372.5012197169095,-3910.765450877187,145,433.49,0,0.16,,-4.035731156667074e-08,54095.4482421875,,,1.7843704174285653e-05,,,
1209,-100.01,-3719.620122164003,1,413.5,0,0.16,,0.0,0.0,,,0.0,,,
1210,-1052.6312343620032,-3729.146334507623,160,415.09,0,0.16,,-2.6465083161989846e-08,36899.76142883301,,,1.8486132603356964e-05,,,
1211,-844.534494490148,-3736.591579452525,80,415.88,1,0.17,,6.20881716410319e-10,33410.544596354164,,,7.913513248543799e-06,,,
1212,-19520.844846648117,-3739.9191973668085,2000,415.88,0,0.17,,-1.1631830905874572e-08,2909.14596678757,,,9.031411375796477e-06,,,
1213,-256.8398860293241,-3541.9139386032252,140,397.28,2,0.19,,-1.454932822121514e-07,52403.617621527774,,,6.725097364324029e-06,,,
1214,-2601.7616336635538,-3567.270200307944,286,399.74,0,0.19,,-6.446821822060478e-08,25077.869759453664,,,9.523959710754248e-06,,,
1215,-1032.5228038854552,-3562.377865127217,97,398.91,0,0.18,,3.725290298461914e-09,42574.436848958336,,,3.832780635093513e-06,,,
1216,-1230.5151215599255,-3563.395969071795,283,400.95,4,0.22,,6.477865907880995e-08,19107.202636718754,,,2.647384023172587e-05,,,
1217,-1788.55630342884,-3575.75293441766,249,401.9,1,0.22,,-4.054357608159383e-08,18949.182454427082,,,4.1247506063276286e-05,,,
1218,-19018.95428891411,-3743.47585777231,2000,419.85,0,0.22,,2.594121421376864e-08,1975.887010645558,,,9.648924176985929e-06,,,
1219,-100.01,-3751.3190748122142,1,418.74,0,0.2,,0.0,0.0,,,0.0,,,
1220,246.46537625322696,-3747.8543210496823,99,419.72,0,0.2,,-5.587935447692871e-09,74700.310546875,,,3.102008539220454e-06,,,
1221,-1074.9370981337663,-3753.0852136917815,83,420.2,0,0.2,,2.60770320892334e-08,60605.82092285156,,,8.322964377940581e-06,,,
1222,870.5467368232061,-3752.442057026365,199,420.44,0,0.2,,-5.2619725465774536e-08,43159.912923177086,,,9.548399778698998e-06,,,
1223,-100.01,-3741.849089285205,1,419.52,0,0.2,,0.0,0.0,,,0.0,,,
1224,-1760.3914621435035,-3579.636228267702,170,401.22,0,0.2,,9.266659617424011e-08,33458.59794108073,,,1.5571312701467832e-05,,,
1225,-100.01,-3560.911728707943,1,399.2,0,0.2,,0.0,0.0,,,0.0,,,
1226,-117.01987227868516,-3546.708455339924,132,399.01,2,0.22,,-3.083712524837918e-08,26016.2865125868,,,2.497043492945118e-05,,,
1227,-963.8482404801423,-3555.3468377447252,66,399.66,0,0.22,,9.934107462565104e-09,22155.39697265625,,,1.514562867062826e-05,,,
1228,-138.0967747833534,-3548.189011471997,198,401.0,1,0.23,,-6.084640820821127e-08,23747.19118245443,,,4.1032511717276066e-05,,,
1229,-135.71526661352053,-3541.1620013174293,59,400.96,0,0.23,,1.0368724664052327e-07,42480.385416666664,,,1.969739605556242e-05,,,
1230,832.9647676952891,-3531.832253640476,177,402.72,0,0.23,,-1.3286868731180826e-07,26021.98003472222,,,4.5699165235014836e-05,,,
1231,-1225.7214718214773,-3542.9325696877536,109,403.16,0,0.23,,8.754432201385498e-08,46919.38971625434,,,5.508052143138936e-05,,,
1232,-20051.854398577478,-3549.236198351492,2000,403.16,0,0.23,,3.5011908039450645e-08,1891.5168206639162,,,2.1654577129955516e-05,,,
1233,-1133.3330129866947,-3557.6518591152853,90,403.89,0,0.23,,2.0282136069403752e-08,43476.6698811849,,,3.885743379012436e-06,,,
1234,-19243.01628923977,-3754.7174733144097,2000,422.61,0,0.23,,-2.6921043172478643e-09,3204.4645104345673,,,3.742652757191914e-06,,,
1235,-833.0960586915676,-3748.0947162315256,73,421.82,1,0.23,,-3.104408582051595e-09,65459.846354166664,,,5.153951406100532e-06,,,
1236,-165.69180018760707,-3754.7544875484186,41,420.94,0,0.23,,-5.122274160385132e-08,41767.73046875,,,7.732503642425096e-06,,,
1237,80.8793853765243,-3558.980128090459,70,401.64,0,0.23,,1.7384688059488933e-08,49732.2265625,,,6.368962128059745e-06,,,
1238,-2601.7616336635538,-3583.9976444270947,286,404.49,0,0.23,,4.594524701436362e-09,23799.693363444007,,,1.5352790372465584e-05,,,
1239,718.9508838365247,-3575.8080355887296,155,406.03,1,0.24,,4.097819328308105e-08,39763.63142903646,,,2.297335148189935e-05,,,
1240,-1249.911358573425,-3568.226240263886,131,404.48,1,0.24,,3.269977039761013e-08,31883.440280490453,,,2.6292151233064942e-05,,,
1241,-100.01,-3570.7714184975134,1,404.08,0,0.23,,0.0,0.0,,,0.0,,,
1242,-140.57444243526723,-3577.0675604347766,123,403.78,1,0.24,,9.313225746154785e-09,38085.20708550347,,,2.5835599848910028e-05,,,
1243,-17283.804634703505,-3556.0268163549176,2000,403.78,0,0.24,,-1.3950436065594355e-08,4212.117469959931,,,1.7073165542077127e-05,,,
1244,-117.01987227868516,-3549.2612792706695,132,404.53,2,0.26,,-5.339582761128744e-08,51444.14236111112,,,1.0698874929302192e-05,,,
1245,-19995.297517770337,-3557.060097944509,2000,404.53,0,0.26,,-4.4751989965637534e-08,3235.2454489551696,,,5.365897756348659e-06,,,
1246,347.5052828518905,-3545.2258187626417,121,404.61,0,0.26,,5.712111790974935e-08,52957.32378472222,,,6.081325131567104e-06,,,
1247,66.70052818822477,-3543.5587134807597,70,405.3,0,0.26,,8.692344029744467e-09,77507.40755208333,,,9.52843326255485e-06,,,
1248,1288.1585287373634,-3330.724153015683,232,387.62,0,0.26,,1.018246014912923e-08,53469.144856770836,,,2.0702771204620756e-05,,,
1249,-100.01,-3137.3797880069415,1,367.63,0,0.26,,0.0,0.0,,,0.0,,,
1250,713.0737475437834,-3127.998948185853,155,368.87,1,0.27,,7.574756940205891e-08,49705.52777777778,,,2.9918983475201658e-05,,,
1251,-77.29579932941681,-3129.10076605858,80,368.47,0,0.26,,-9.768539004855684e-08,65325.56174045138,,,3.503535824873123e-05,,,
1252,-100.01,-3132.244932697262,1,367.86,0,0.25,,0.0,0.0,,,0.0,,,
1253,-938.9200423837143,-3135.817834324432,222,369.36,0,0.25,,-9.390835960706075e-08,28673.516235351562,,,5.715824560563003e-05,,,
1254,964.7896316627271,-3125.169838007805,190,371.25,0,0.25,,-1.6919026772181194e-08,35727.786458333336,,,6.408741182895028e-05,,,
1255,-19975.82975804178,-3313.9472493175517,2000,390.43,0,0.25,,2.2031599655747414e-08,3058.3620777303977,,,1.0982768082830793e-05,,,
1256,-1752.079415016182,-3131.381281997655,138,371.81,0,0.25,,-3.919315834840139e-08,34554.035888671875,,,1.803382158035068e-05,,,
1257,-1391.1617248433606,-3129.604976084686,112,370.49,0,0.25,,-1.862645149230957e-08,6455.7208251953125,,,1.4054682045146668e-05,,,
1258,-94.75578444904518,-3110.622323492232,22,368.51,0,0.25,,2.7318795522054035e-08,41668.7607421875,,,1.5230099506879924e-05,,,
1259,-814.4571801732803,-3103.8801249463704,58,367.59,0,0.25,,-2.483526865641276e-09,22707.051025390625,,,8.007657697817194e-06,,,
1260,794.8611691138509,-3074.9330991059373,162,367.02,1,0.26,,2.814663781060113e-08,26147.77094184028,,,2.812105109721112e-05,,,
1261,-1424.5774446123107,-3092.2561930096244,125,367.2,0,0.26,,8.278422885470917e-09,42073.04604085287,,,2.991629298776388e-05,,,
1262,-826.0614948535463,-3093.0497540218917,59,367.15,0,0.26,,-1.5211602052052815e-08,34519.501627604164,,,2.271722981580145e-05,,,
1263,372.5012197169095,-2896.6671806174363,145,348.6,0,0.26,,-5.049837960137262e-08,30289.277018229168,,,3.792878043087613e-05,,,
1264,18.774526053239498,-2881.945604801139,68,347.69,0,0.25,,-2.0830581585566202e-07,51782.824869791664,,,3.8807930953529045e-05,,,
1265,-100.01,-2689.580546917635,1,327.7,0,0.25,,0.0,0.0,,,0.0,,,
1266,-1962.2569834154324,-2686.3409478414846,205,327.03,0,0.25,,-2.933666110038757e-08,28558.064453125004,,,5.1547267503337935e-05,,,
1267,-1440.5820428884003,-2691.1249911543414,121,327.25,0,0.25,,-3.3320652114020454e-08,23108.580200195312,,,5.7909485500810355e-05,,,
1268,-89.60575815239008,-2691.2792920619872,42,327.35,0,0.25,,-6.177773078282674e-08,23213.2138671875,,,5.753054513964647e-05,,,
1269,-100.01,-2685.809562382221,1,326.66,0,0.25,,0.0,0.0,,,0.0,,,
1270,-100.01,-2487.0761693552236,1,306.67,0,0.25,,0.0,0.0,,,0.0,,,
1271,-0.43257653011208674,-2488.0488031364175,122,307.63,0,0.24,,-1.211754149860806e-07,38360.57248263889,,,6.299467026514724e-05,,,
1272,-18367.635303928324,-2677.9923007389357,2000,326.01,0,0.24,,6.587166960040731e-09,2586.6511209130404,,,2.5029946793135117e-05,,,
1273,50.25693240078196,-2674.73427730341,78,326.5,0,0.24,,-2.669791380564372e-08,65971.25651041667,,,2.3984477669121893e-06,,,
1274,-100.01,-2665.968709058118,1,325.75,0,0.24,,0.0,0.0,,,0.0,,,
1275,498.7306599614666,-2461.3712621367163,145,307.2,0,0.24,,-4.9049655596415206e-08,61496.46931966146,,,1.2490013621876036e-05,,,
1276,-331.4304430382842,-2468.075835001926,28,306.38,0,0.24,,0.0,0.0,,,0.0,,,
1277,-20056.59892855003,-2669.431579033544,2000,325.63,0,0.24,,-2.2759195417165756e-08,4503.572151681818,,,8.286495820186701e-06,,,
1278,-19184.929292858986,-2860.2807719621337,2000,345.62,0,0.24,,-2.1072349163016924e-09,4593.291273369153,,,4.5634524499888875e-06,,,
1279,62.53833257317173,-2851.2631361720337,82,345.78,0,0.24,,-7.761021455128988e-09,53659.061197916664,,,7.180607857056505e-06,,,
1280,-100.01,-2839.907601736634,1,344.91,0,0.24,,0.0,0.0,,,0.0,,,
1281,-1537.3472090806026,-2844.566296884932,151,345.3,0,0.23,,1.0141068034701876e-08,43609.90219116211,,,1.0867627982709868e-05,,,
1282,-526.5031430868657,-2845.9615990908433,34,345.4,0,0.23,,4.563480615615845e-08,47831.4921875,,,8.660369227679135e-06,,,
1283,-1514.3742600871255,-2866.8456754106905,132,345.18,0,0.23,,-2.4421347512139217e-08,24100.3315226237,,,1.8064207324641757e-05,,,
1284,18.630967380890112,-2867.112066735109,96,345.38,0,0.23,,-6.20881716410319e-10,42900.125,,,1.1602839852760857e-05,,,
1285,-100.01,-2867.220070270159,1,344.59,0,0.23,,0.0,0.0,,,0.0,,,
1286,-20010.766798788136,-3056.743661280306,2000,363.56,0,0.22,,-3.868751604147632e-08,4449.682461860601,,,8.52152132697805e-06,,,
1287,-1363.5427609532348,-3070.0422084036395,113,364.2,0,0.22,,-8.692344029744467e-09,46716.6279296875,,,6.854716275483952e-06,,,
1288,-100.01,-3072.5766247224424,1,363.39,0,0.22,,0.0,0.0,,,0.0,,,
1289,-1703.6336513380238,-3088.1642023346385,189,364.44,0,0.22,,6.845220923423767e-08,24575.84762064616,,,1.6831751660599064e-05,,,
1290,-100.01,-3082.082558679482,1,363.76,0,0.21,,0.0,0.0,,,0.0,,,
1291,-795.897667564913,-3076.90792790742,56,362.81,0,0.2,,1.1175870895385742e-08,54853.977213541664,,,1.2906635068551017e-05,,,
1292,-1133.3330129866947,-2897.5727420249023,90,343.71,0,0.2,,1.6142924626668293e-08,27235.218702528207,,,9.47076164771311e-06,,,
1293,257.1883009209607,-2894.000759015692,112,344.82,0,0.2,,2.2351741790771484e-08,38894.439453125,,,9.658288793919686e-06,,,
1294,-100.01,-2889.3316310963937,1,344.47,0,0.2,,0.0,0.0,,,0.0,,,
1295,-552.8597688423697,-2893.860128784817,154,346.0,1,0.21,,-4.7497451305389404e-08,50693.80440266927,,,2.83922593856308e-05,,,
1296,413.4422895776796,-2892.376965066855,106,345.86,1,0.22,,4.180603557162815e-08,44130.301432291664,,,3.126876981696114e-05,,,
1297,-636.6047658132001,-2899.755560466816,42,345.49,0,0.22,,0.0,0.0,,,0.0,,,
1298,-866.299343274519,-2907.418453899561,79,346.27,0,0.22,,-5.587935447692871e-09,33871.272135416664,,,1.612105855504827e-05,,,
1299,-1325.5371603408535,-2910.451420058604,102,346.36,0,0.22,,-1.2003713183932833e-08,24783.654378255207,,,2.9814257888776614e-05,,,
1300,-1113.5768715449794,-2914.3257466089444,87,346.72,0,0.22,,-1.241763432820638e-08,24178.605794270832,,,3.68832734238822e-05,,,
1301,227.0542897050792,-2899.6995692764945,115,346.99,0,0.22,,-1.2997123930189346e-07,23828.12603081597,,,3.313973199207491e-05,,,
1302,161.8758542692683,-2891.9287653525994,54,347.08,1,0.23,,-9.313225746154785e-08,60217.411458333336,,,2.0592581677192356e-05,,,
1303,724.8806167599743,-2690.738096173894,160,328.68,3,0.26,,-1.1905406912167868e-07,74304.8037109375,,,9.252959231768425e-05,,,
1304,556.8172909755887,-2490.2043576599435,148,310.16,0,0.26,,-0.033936810576253466,41514.88693576389,,,0.0001269875804913075,,,
1305,-19507.082816285118,-2693.7087893051134,2000,328.34,0,0.26,,1.6725001235802967e-08,2059.6960921973805,,,2.7811061459696397e-05,,,
1306,-521.9739717633444,-2694.024589428744,98,328.87,0,0.25,,-1.4073318905300566e-08,48948.826280381945,,,9.007328672952199e-06,,,
1307,-1786.2904922339749,-2701.4255694729786,166,329.15,0,0.25,,1.6867286629147e-08,15100.53463406033,,,2.0590795732762974e-05,,,
1308,373.1553265869088,-2701.419028404279,132,329.02,0,0.25,,-2.68013940917121e-08,34168.316948784726,,,2.997204420454283e-05,,,
1309,-863.1549568710295,-2709.050477972988,121,330.22,0,0.25,,1.3017819987403021e-07,47001.11279296875,,,2.7954267554580132e-05,,,
1310,-100.01,-2699.5242656293685,1,328.63,0,0.25,,0.0,0.0,,,0.0,,,
1311,-19014.922907935623,-2881.2281497638232,2000,347.83,0,0.24,,4.947651177644733e-09,4603.1702503116485,,,8.855887517237686e-06,,,
1312,-1317.7195559828024,-2699.1968968571705,110,328.93,0,0.24,,-1.5108121765984432e-08,44452.843017578125,,,6.1665455682992215e-06,,,
1313,-47.175054719717814,-2697.100248544074,46,327.99,0,0.22,,5.556891361872355e-08,48123.372395833336,,,6.415887052450368e-06,,,
1314,-1291.0133069891497,-2683.9927652773304,182,326.95,3,0.25,,1.7539908488591514e-08,30652.158121744793,,,2.568802854815052e-05,,,
1315,-100.01,-2674.667637238476,1,325.99,0,0.25,,0.0,0.0,,,0.0,,,
1316,-19987.367867814726,-2862.236164701024,2000,343.16,0,0.21,,2.3680816714962326e-08,2514.5583351583136,,,8.879896647329133e-06,,,
1317,-100.01,-2845.350701666736,1,340.68,0,0.2,,0.0,0.0,,,0.0,,,
1318,-100.01,-2656.1612587775944,1,320.69,0,0.2,,0.0,0.0,,,0.0,,,
1319,-22.666231109450194,-2655.3878210886887,48,321.16,0,0.2,,-1.971299449602763e-08,76859.4765625,,,5.488506076289923e-06,,,
1320,-1229.3959932720638,-2670.146434783942,97,321.14,0,0.2,,0.0,42158.623372395836,,,1.3766959606679544e-05,,,
1321,-61.47457735111459,-2660.011809576116,35,320.66,0,0.2,,1.862645149230957e-09,33362.842122395836,,,2.3152658892892457e-05,,,
1322,-11518.982461275335,-2783.907101557101,1440,333.07,0,0.2,,2.0381117212599602e-08,9884.6949412028,,,1.5792944178310396e-05,,,
1323,-726.1442165109654,-2790.168443722211,51,333.57,0,0.2,,-6.20881716410319e-10,43202.114583333336,,,1.08716723540662e-05,,,
1324,-1731.6219188408004,-2789.880748289184,293,334.8,3,0.23,,-4.811833302179972e-08,22547.87676154243,,,4.830247270446206e-05,,,
1325,-100.01,-2789.880748289184,1,334.8,0,0.23,,0.0,0.0,,,0.0,,,
1326,-19931.13153876551,-2988.0218649540516,2000,353.48,0,0.21,,-5.524877148369946e-09,1646.930868016168,,,9.104656494211365e-06,,,
1327,-100.01,-2979.38348254925,1,352.83,0,0.21,,0.0,0.0,,,0.0,,,
1328,-19419.020852173337,-3172.19272332315,2000,370.85,0,0.2,,-2.1944288164377206e-08,4546.798214339865,,,7.547598381544654e-06,,,
1329,-18755.593801388637,-3358.3915086709007,2000,390.26,0,0.2,,1.4678031827012694e-08,5069.6056570940345,,,8.392681098238578e-06,,,
1330,-1221.9103991745553,-3378.9402603395993,150,389.99,0,0.2,,-3.647680083910624e-08,33796.24611918131,,,2.465357177546442e-05,,,
1331,-100.01,-3367.6831456213845,1,388.91,0,0.2,,0.0,0.0,,,0.0,,,
1332,-980.82880209166,-3176.9728896565266,174,370.65,0,0.2,,2.9181440671284992e-08,31900.219823201496,,,2.2716826682274892e-05,,,
1333,-19961.558863132857,-3365.255148157988,2000,389.75,0,0.2,,4.292814992368221e-09,275.6987383293308,,,1.0247289087791007e-05,,,
1334,-100.01,-3173.8250852655897,1,369.76,0,0.2,,0.0,0.0,,,0.0,,,
1335,-1945.7702517140222,-3184.9518271958154,244,371.47,0,0.19,,-2.5456150372823078e-08,26958.531754557287,,,6.2729770434089e-05,,,
1336,1288.1585287373634,-3170.413323906565,232,373.38,0,0.19,,8.676821986834209e-08,39849.170084635414,,,6.674888739629145e-05,,,
1337,-20014.205290581504,-3371.3641706661456,2000,392.68,0,0.19,,-1.319373647371928e-08,3617.2862551120156,,,2.4033305498013156e-05,,,
1338,-430.32810534431894,-3349.6498353829534,27,390.09,0,0.19,,-3.5390257835388184e-08,64610.672526041664,,,1.278407353311195e-05,,,
1339,-2286.2168910305236,-3379.701513131624,272,391.26,0,0.18,,-7.040798664093017e-08,14880.017895507812,,,8.994341502936246e-05,,,
1340,-761.3537006496963,-3374.815936552387,133,391.28,0,0.17,,8.857912487453884e-08,27539.167643229168,,,8.397280342049069e-05,,,
1341,105.61179619388368,-3372.759718590448,31,391.58,1,0.18,,2.483526865641276e-08,77074.63541666667,,,6.165360294592877e-05,,,
1342,-1453.3830555764523,-3385.88780472186,159,391.94,1,0.18,,2.7422275808122425e-08,30844.416446261934,,,0.0001469079676705102,,,
1343,-1191.4385418812997,-3224.9641437936375,105,372.99,0,0.18,,3.859814670350817e-08,19799.53060574002,,,0.0001369782273993931,,,
1344,1306.5042732873876,-3210.728902337977,181,373.48,2,0.18,,-2.0489096641540527e-08,45663.669759114586,,,0.00017854970731908298,,,
1345,-818.0187650639621,-3018.956114810913,61,354.09,0,0.18,,3.104408582051595e-07,25661.736328125,,,6.0685042626573704e-05,,,
1346,-156.36364295213363,-3023.9948040689524,142,354.3,1,0.19,,-1.249524454275767e-07,25897.57042100695,,,0.00024247156559593146,,,
1347,-1068.469793671794,-3035.3465072875533,162,355.22,2,0.21,,1.77779131465488e-07,17314.049574110246,,,0.00029019045016159204,,,
1348,454.14830092876207,-3043.6866095656387,147,354.37,0,0.21,,-1.9169722994168598e-07,29558.006917317707,,,0.00038773407262245507,,,
1349,501.8147913403392,-3037.6683616522355,151,355.87,0,0.21,,3.7190814812978107e-07,25288.531467013887,,,0.0003710346548662831,,,
1350,-1326.2415770403543,-3058.061514898077,116,355.48,0,0.2,,7.03872905837165e-07,25080.333563910594,,,0.00034861041705072345,,,
1351,-19971.1311679967,-3256.9998685847504,2000,374.68,0,0.2,,3.0170970906813995e-09,1349.7156284273758,,,5.595972631529852e-05,,,
1352,-100.01,-3256.9998685847504,1,374.68,0,0.2,,0.0,0.0,,,0.0,,,
1353,-1252.5310389499477,-3260.135978550412,108,373.54,0,0.2,,-1.862645149230957e-08,46792.891927083336,,,5.713295346746842e-05,,,
1354,-1291.5884086242918,-3282.699758953282,152,373.16,1,0.21,,-3.849466641743978e-08,23115.638373480902,,,0.00011202323205199919,,,
1355,-63.31156573937138,-3083.5745770302583,44,353.6,0,0.21,,1.1486311753590901e-07,37309.947916666664,,,0.00010775992025931676,,,
1356,-100.01,-3067.0538828800973,1,352.23,0,0.21,,0.0,0.0,,,0.0,,,
1357,-100.01,-3054.1423656316633,1,351.12,0,0.21,,0.0,0.0,,,0.0,,,
1358,-1053.2846242074304,-3063.727654029247,135,352.25,2,0.23,,2.8974480099148204e-09,30744.64230685764,,,0.00013690274176446514,,,
1359,-1092.5352586530128,-3066.5084348140435,130,352.97,0,0.23,,-6.20881716410319e-10,45780.55797661675,,,0.00022384349884103154,,,
1360,-978.4850619026195,-3084.2418971242087,71,352.06,0,0.22,,4.967053731282552e-08,40716.395833333336,,,0.0001893309187532092,,,
1361,-1383.2569716503458,-3083.828692394589,132,352.13,0,0.22,,3.952946927812365e-08,17493.59463840061,,,0.00018016247243698066,,,
1362,-1393.6775106359576,-3089.5048525524135,122,352.76,0,0.22,,2.0592576927608913e-08,19810.233140733508,,,0.00021306139468732805,,,
1363,-868.1423492542624,-3101.9112882421255,162,352.93,1,0.23,,-1.0849907994270325e-07,16416.9052734375,,,0.0002217498828637569,,,
1364,-1173.9902211096194,-3113.8389357137535,98,353.23,0,0.23,,2.4804224570592243e-07,16183.219563802084,,,0.00021262611699057743,,,
1365,-20124.626647679313,-3314.085102190547,2000,373.22,0,0.23,,2.3845738420883816e-08,1762.9579371231957,,,9.978871450281683e-05,,,
1366,-1235.4350635201704,-3306.816882991594,145,372.62,0,0.23,,-2.8482948740323383e-08,33711.23910522461,,,5.4585671326397765e-05,,,
1367,-750.3445378751969,-3299.9145079414616,64,372.05,1,0.24,,-1.30385160446167e-08,42175.997395833336,,,8.492906878624733e-05,,,
1368,-100.01,-3300.0185503599378,1,371.64,0,0.24,,0.0,0.0,,,0.0,,,
1369,-1673.69035608952,-3315.7553539208334,362,375.25,3,0.27,,-1.424923539161682e-07,17580.58959960938,,,0.0003527641040111322,,,
1370,250.2654167212404,-3312.252599753621,119,376.43,1,0.28,,1.3090256187650894e-07,46663.984483506945,,,0.0003072255422011949,,,
1371,-20049.44823303797,-3512.7427563186993,2000,395.21,0,0.28,,-1.2233310068647068e-08,3671.500262528037,,,0.00010631416156077952,,,
1372,-831.0419437702091,-3337.3768227171176,60,375.81,0,0.28,,2.45248277982076e-08,64737.966145833336,,,9.734531098123018e-05,,,
1373,961.3426911624829,-3328.2659651295007,182,376.85,0,0.28,,-3.36052229007085e-08,40602.21337890625,,,0.0003423800450642981,,,
1374,-30.369160293638984,-3327.5695567324374,55,377.39,0,0.28,,7.792065540949503e-07,81613.45572916667,,,0.00042436362127773464,,,
1375,-18017.38367244923,-3512.7307000565443,2000,395.94,0,0.28,,0.0010237590953086813,5017.3427732369455,,,0.01077026144366755,,,
1376,-750.2060593987522,-3516.918456220149,51,396.17,0,0.28,,-3.725290298461914e-09,64761.435546875,,,0.00026457346878790605,,,
1377,-100.01,-3317.3525669346495,1,376.18,0,0.28,,0.0,0.0,,,0.0,,,
1378,-547.9627007520303,-3130.982901013579,233,358.51,3,0.31,,-3.6756197611490887e-07,26968.071411132812,,,0.0009365822634814927,,,
1379,-100.01,-3132.608384339311,1,357.7,0,0.31,,0.0,0.0,,,0.0,,,
1380,-2601.7616336635538,-3157.6259006759465,286,360.55,0,0.31,,4.30146853129069e-07,23076.2049214681,,,0.0014819754598041374,,,
1381,-705.0790558174964,-3149.3032191433153,46,359.5,0,0.31,,1.1098260680834453e-07,35393.95703125,,,0.0009465567612399658,,,
1382,-925.589125319152,-3153.294078965638,69,359.85,0,0.31,,4.86460824807485e-07,28616.9716796875,,,0.0006574666088757416,,,
1383,-933.8444133621178,-3147.488780498388,70,359.23,0,0.31,,4.0854016939798993e-07,31585.313802083332,,,0.0005931984730220089,,,
1384,-592.5333682647736,-3153.600423854845,104,359.31,0,0.31,,3.112687004937066e-07,19379.862074110242,,,0.0010071173310279846,,,
1385,-419.29782283128685,-3156.793302083158,67,359.97,0,0.31,,6.795550386110941e-07,31969.685546875,,,0.0008652204802880684,,,
1386,-20030.850593937612,-3156.9941400346524,2000,359.97,0,0.31,,1.532801737387974e-09,2543.4176904746664,,,0.0007392998340947088,,,
1387,-1843.4775423315746,-3161.793487848436,246,361.3,0,0.31,,-5.029141902923584e-07,27737.387101236975,,,0.001335790957091376,,,
1388,550.72890793035,-3155.2860987691324,159,362.88,2,0.33,,1.0194877783457439e-06,43160.782118055555,,,0.0013226072316885823,,,
1389,-1052.6312343620032,-3148.7760745993724,160,362.59,0,0.33,,3.516518821318944e-07,31604.16524251302,,,0.00137939225047982,,,
1390,-1306.2321967333853,-3160.838296566706,199,364.57,3,0.36,,2.3085158318281174e-05,30594.068008422855,,,0.0021891312305039414,,,
1391,-100.01,-3153.8794198910573,1,364.02,0,0.36,,0.0,0.0,,,0.0,,,
1392,-20043.214826274627,-3342.9782380239367,2000,383.12,0,0.36,,-4.396318884876866e-05,3123.5942810230385,,,0.0006042820493045534,,,
1393,-20010.840199579565,-3545.6585230289415,2000,402.0,0,0.36,,-4.7355429316409906e-05,3935.577863658111,,,0.000552175224216589,,,
1394,-963.8482404801423,-3554.2969054337423,66,402.65,0,0.36,,4.3710072835286457e-07,21367.372395833332,,,6.091473430084685e-05,,,
1395,-1997.914784861926,-3568.747455593938,270,403.81,0,0.35,,8.121132850646972e-08,10343.616084798177,,,7.455292616214138e-05,,,
1396,205.76854090473512,-3570.824193080667,96,403.71,0,0.34,,1.142422358194987e-07,32987.103841145836,,,4.829830929035476e-05,,,
1397,-1973.2030262794585,-3584.1901756853295,303,406.32,0,0.34,,-8.195638656616211e-08,26323.76409233941,,,0.00010860013834543577,,,
1398,-1965.607906195414,-3595.1832613145393,292,408.45,0,0.34,,1.1139652795261809e-07,12131.04612053765,,,0.00023167775179899763,,,
1399,-2822.3372675855258,-3610.151262386986,267,410.1,0,0.34,,1.1958181858062745e-07,6246.5874649047855,,,0.00011870279801466192,,,
1400,-399.6195072709818,-3603.011688744246,176,410.99,1,0.35,,7.256555060545603e-08,32542.65579477946,,,0.0001348014496519075,,,
1401,-912.7576546243562,-3614.40980818754,67,410.51,0,0.35,,6.084640820821126e-08,3465.7826944986978,,,3.462079257587902e-05,,,
1402,-19901.357961072248,-3815.0421463409557,2000,429.97,0,0.34,,-3.6864851911862647e-09,845.6145560990554,,,1.6522564166621123e-05,,,
1403,-806.7794496374241,-3830.3587470049297,57,428.94,0,0.31,,-3.725290298461914e-09,59615.5126953125,,,3.384954387305091e-06,,,
1404,-100.01,-3836.9270199146854,1,427.47,0,0.31,,0.0,0.0,,,0.0,,,
1405,-705.0790558174964,-3648.906982310009,46,407.93,0,0.31,,0.0,0.0,,,0.0,,,
1406,-20075.534849238145,-3844.4425910847576,2000,426.95,0,0.31,,-2.4176757745068463e-09,4850.587891480428,,,8.069121981356551e-06,,,
1407,-18894.076237780355,-4015.5204485402214,2000,445.29,0,0.31,,-1.887868468960126e-08,3994.5693454207767,,,6.472018014846981e-06,,,
