timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-13T14:23:02,Train_DDQN,0af8df33-6729-4af3-957a-33534972ad53,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,56198.00905212498,0.026360311285702796,4.6906130182037206e-07,6.917199999999999,0.06190000000000001,3.0,0.1179069213686874,0.001377050245871402,0.03216854941791901,0.151452521032478,Spain,ESP,andalusia,,,macOS-15.4.1-arm64-arm-64bit,3.12.10,3.0.1,8,Apple M2,1,Apple M2,-3.5975,37.1757,16.0,process,N,1.0
