timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-14T03:34:18,Train_SAC,5793f4f5-096f-4bfb-b4a8-662282a66cbc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18991.770898542018,0.009191087985541184,4.839510772661424e-07,7.7221,0.06300000000000001,3.0,0.04143943125723841,0.0006798655171611949,0.010687873495874307,0.05280717027027396,Spain,ESP,andalusia,,,macOS-15.4.1-arm64-arm-64bit,3.12.10,3.0.1,8,Apple M2,1,Apple M2,-3.5975,37.1757,16.0,process,N,1.0
