timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-13T22:17:26,Train_PPO,56a85cfe-ea9b-4c48-93c0-77ac707de60a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28446.419237249997,0.012777670699686746,4.4918380036228427e-07,7.0829,0.3539,3.0,0.0563150327492043,0.0009565171810238995,0.0161422432308563,0.07341379316108443,Spain,ESP,andalusia,,,macOS-15.4.1-arm64-arm-64bit,3.12.10,3.0.1,8,Apple M2,1,Apple M2,-3.5975,37.1757,16.0,process,N,1.0
